FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,TYPE,HLO,DATATYPE
X2450F,1,1,1: None of the time,1,40,25,25,1E-12,N,,
X2450F,2,2,2: A little of the time,1,40,25,25,1E-12,N,,
X2450F,3,3,3: Some of the time,1,40,25,25,1E-12,N,,
X2450F,4,4,4: A good bit of the time,1,40,25,25,1E-12,N,,
X2450F,5,5,5: Most of the time,1,40,25,25,1E-12,N,,
X2450F,6,6,6: All of the time,1,40,25,25,1E-12,N,,
X2451F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X2451F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X2451F,1,1,1: None of the time,1,40,23,23,1E-12,N,,
X2451F,2,2,2: A little of the time,1,40,23,23,1E-12,N,,
X2451F,3,3,3: Some of the time,1,40,23,23,1E-12,N,,
X2451F,4,4,4: Most of the time,1,40,23,23,1E-12,N,,
X2451F,5,5,5: All of the time,1,40,23,23,1E-12,N,,
X2452F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X2452F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X2452F,1,1,1: Not at all,1,40,14,14,1E-12,N,,
X2452F,2,2,2: Slightly,1,40,14,14,1E-12,N,,
X2452F,3,3,3: Moderatley,1,40,14,14,1E-12,N,,
X2452F,4,4,4: Quite a bit,1,40,14,14,1E-12,N,,
X2452F,5,5,5: Extremely,1,40,14,14,1E-12,N,,
X2453F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X2453F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X2453F,1,1,1: Not at all,1,40,13,13,1E-12,N,,
X2453F,2,2,2: Some,1,40,13,13,1E-12,N,,
X2453F,3,3,3: A lot,1,40,13,13,1E-12,N,,
X2454F,.,.Z,XSPECF5.,1,40,22,22,1E-12,N,F,
X2454F,LOW,0,XSPECF5.,1,40,22,22,1E-12,N,LF,
X2454F,1,1,1: Not impotent,1,40,22,22,1E-12,N,,
X2454F,2,2,2: Minimally impotent,1,40,22,22,1E-12,N,,
X2454F,3,3,3: Moderately impotent,1,40,22,22,1E-12,N,,
X2454F,4,4,4: Completely impotent,1,40,22,22,1E-12,N,,
X2455F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X2455F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X2455F,1,1,1: One,1,40,8,8,1E-12,N,,
X2455F,2,2,2: Two,1,40,8,8,1E-12,N,,
X2456F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X2456F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X2456F,1,1,1: Pediatric,1,40,14,14,1E-12,N,,
X2456F,2,2,2: Adult,1,40,14,14,1E-12,N,,
X2456F,3,3,3: Large adult,1,40,14,14,1E-12,N,,
X2456F,4,4,4: Thigh,1,40,14,14,1E-12,N,,
X2457F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X2457F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X2457F,1,1,1: Primary,1,40,23,23,1E-12,N,,
X2457F,2,2,2: Re-appointed primary,1,40,23,23,1E-12,N,,
X2458F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X2458F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X2458F,1,1,1: Scheduled,1,40,14,14,1E-12,N,,
X2458F,2,2,2: On the spot,1,40,14,14,1E-12,N,,
X2459F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X2459F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X2459F,1,1,1: Sitting,1,40,13,13,1E-12,N,,
X2459F,2,2,2: Lying down,1,40,13,13,1E-12,N,,
X245F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X245F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X245F,1,1,1: Not at all,1,40,13,13,1E-12,N,,
X245F,2,2,2: Some,1,40,13,13,1E-12,N,,
X245F,3,3,3: A lot,1,40,13,13,1E-12,N,,
X2460F,.,.Z,XSPECF5.,1,40,28,28,1E-12,N,F,
X2460F,LOW,0,XSPECF5.,1,40,28,28,1E-12,N,LF,
X2460F,1,1,1: Stop,1,40,28,28,1E-12,N,,
X2460F,2,2,2: Slow down,1,40,28,28,1E-12,N,,
X2460F,3,3,3: Continue at the same pace,1,40,28,28,1E-12,N,,
X2461F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X2461F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X2461F,1,1,1: Stop,1,40,31,31,1E-12,N,,
X2461F,2,2,2: Slow down,1,40,31,31,1E-12,N,,
X2461F,3,3,3: Or continue at the same pace,1,40,31,31,1E-12,N,,
X2462F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2462F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2462F,1,1,1: Subject's Death,1,40,32,32,1E-12,N,,
X2462F,2,2,2: Subject's Decision To Withdra,1,40,32,32,1E-12,N,,
X2462F,3,3,3: NERI Decision To Deactivate S,1,40,32,32,1E-12,N,,
X2462F,4,4,4: Family Refuses Access,1,40,32,32,1E-12,N,,
X2463F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2463F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2463F,1,1,1: Temporarily unavailable,1,40,32,32,1E-12,N,,
X2463F,2,2,2: Unavailable for 3 months or m,1,40,32,32,1E-12,N,,
X2463F,3,3,3: No longer a resident of this,1,40,32,32,1E-12,N,,
X2464F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2464F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2464F,1,1,1: Temporarily unavailable,1,40,32,32,1E-12,N,,
X2464F,2,2,2: Unavailable for 3 months or m,1,40,32,32,1E-12,N,,
X2464F,3,3,3: No longer a resident of this,1,40,32,32,1E-12,N,,
X2464F,99,99,99: Other,1,40,32,32,1E-12,N,,
X2465F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2465F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2465F,1,1,1: Today (After midnight last ni,1,40,32,32,1E-12,N,,
X2465F,2,2,2: Yesterday (Before midnight la,1,40,32,32,1E-12,N,,
X2465F,3,3,3: The day before yesterday,1,40,32,32,1E-12,N,,
X2466F,.,.Z,XSPECF5.,1,40,27,27,1E-12,N,F,
X2466F,LOW,0,XSPECF5.,1,40,27,27,1E-12,N,LF,
X2466F,1,1,1: Today,1,40,27,27,1E-12,N,,
X2466F,2,2,2: Yesterday,1,40,27,27,1E-12,N,,
X2466F,3,3,3: The day before yesterday,1,40,27,27,1E-12,N,,
X2467F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X2467F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X2467F,1,1,1: Vaginal,1,40,12,12,1E-12,N,,
X2467F,2,2,2: C-section,1,40,12,12,1E-12,N,,
X2467F,3,3,3: Both,1,40,12,12,1E-12,N,,
X2468F,.,.Z,XSPECF5.,1,40,28,28,1E-12,N,F,
X2468F,LOW,0,XSPECF5.,1,40,28,28,1E-12,N,LF,
X2468F,1,1,1: Very high confidence,1,40,28,28,1E-12,N,,
X2468F,2,2,2: High confidence,1,40,28,28,1E-12,N,,
X2468F,3,3,3: Moderate confidence,1,40,28,28,1E-12,N,,
X2468F,4,4,4: Low confidence,1,40,28,28,1E-12,N,,
X2468F,5,5,5: Very low or no confidence,1,40,28,28,1E-12,N,,
X2469F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X2469F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X2469F,1,1,1: Very high,1,40,26,26,1E-12,N,,
X2469F,2,2,2: High,1,40,26,26,1E-12,N,,
X2469F,3,3,3: Moderate,1,40,26,26,1E-12,N,,
X2469F,4,4,4: Low,1,40,26,26,1E-12,N,,
X2469F,5,5,5: Very low or none at all,1,40,26,26,1E-12,N,,
X246F,.,.Z,XSPECF5.,1,40,22,22,1E-12,N,F,
X246F,LOW,0,XSPECF5.,1,40,22,22,1E-12,N,LF,
X246F,1,1,1: Not impotent,1,40,22,22,1E-12,N,,
X246F,2,2,2: Minimally impotent,1,40,22,22,1E-12,N,,
X246F,3,3,3: Moderately impotent,1,40,22,22,1E-12,N,,
X246F,4,4,4: Completely impotent,1,40,22,22,1E-12,N,,
X2470F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X2470F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X2470F,1,1,1: Very low,1,40,12,12,1E-12,N,,
X2470F,2,2,2: Low,1,40,12,12,1E-12,N,,
X2470F,3,3,3: Moderate,1,40,12,12,1E-12,N,,
X2470F,4,4,4: High,1,40,12,12,1E-12,N,,
X2470F,5,5,5: Very high,1,40,12,12,1E-12,N,,
X2471F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2471F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2471F,1,1,1: Very satisfied,1,40,32,32,1E-12,N,,
X2471F,2,2,2:  Moderately satisfied,1,40,32,32,1E-12,N,,
X2471F,3,3,3: About equally satisfied and d,1,40,32,32,1E-12,N,,
X2471F,4,4,4: Moderately dissatisfied,1,40,32,32,1E-12,N,,
X2471F,5,5,5: Very dissatisfied,1,40,32,32,1E-12,N,,
X2472F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2472F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2472F,1,1,1: Working for pay,1,40,32,32,1E-12,N,,
X2472F,2,2,2: Unemployed/looking for work,1,40,32,32,1E-12,N,,
X2472F,3,3,"3: Temporarily laid off, sick/ot",1,40,32,32,1E-12,N,,
X2472F,4,4,4: Disabled,1,40,32,32,1E-12,N,,
X2472F,5,5,5: Retired,1,40,32,32,1E-12,N,,
X2472F,6,6,6: Homemaker,1,40,32,32,1E-12,N,,
X2472F,7,7,7: Full time student,1,40,32,32,1E-12,N,,
X2472F,99,99,99: Other,1,40,32,32,1E-12,N,,
X2473F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X2473F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X2473F,1,1,"1: Yes, current",1,40,15,15,1E-12,N,,
X2473F,2,2,"2: Yes, past",1,40,15,15,1E-12,N,,
X2473F,3,3,3: No,1,40,15,15,1E-12,N,,
X2474F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X2474F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X2474F,1,1,"1: Yes, limited a lot",1,40,25,25,1E-12,N,,
X2474F,2,2,"2: Yes, limited a little",1,40,25,25,1E-12,N,,
X2474F,3,3,"3: No, not limited at all",1,40,25,25,1E-12,N,,
X2475F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X2475F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X2475F,1,1,"1: Yes, past",1,40,15,15,1E-12,N,,
X2475F,2,2,"2: Yes, current",1,40,15,15,1E-12,N,,
X2475F,3,3,3: No,1,40,15,15,1E-12,N,,
X2476F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X2476F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X2476F,1,1,"1: Yes, shortly before a period",1,40,31,31,1E-12,N,,
X2476F,2,2,"2: Yes, shortfly after a period",1,40,31,31,1E-12,N,,
X2476F,3,3,"3: Yes, at mid-cycle",1,40,31,31,1E-12,N,,
X2476F,4,4,"4: Yes, during a period",1,40,31,31,1E-12,N,,
X2476F,5,5,"5: Or not, not at the same time",1,40,31,31,1E-12,N,,
X2477F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X2477F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X2477F,1,1,1: Yes,1,40,8,8,1E-12,N,,
X2477F,2,2,2: No,1,40,8,8,1E-12,N,,
X2478F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,SF,
X2478F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,SLF,
X2478F,-8,-8,-8: DK,1,40,8,8,1E-12,N,S,
X2478F,1,1,1: Yes,1,40,8,8,1E-12,N,S,
X2478F,2,2,2: No,1,40,8,8,1E-12,N,S,
X2479F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X2479F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X2479F,1,1,1: Yes,1,40,15,15,1E-12,N,,
X2479F,2,2,2: No,1,40,15,15,1E-12,N,,
X2479F,3,3,3: Wrong number,1,40,15,15,1E-12,N,,
X247F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X247F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X247F,1,1,1: One,1,40,8,8,1E-12,N,,
X247F,2,2,2: Two,1,40,8,8,1E-12,N,,
X2480F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X2480F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X2480F,1,1,1: Your employer,1,40,16,16,1E-12,N,,
X2480F,2,2,2: Medicaid,1,40,16,16,1E-12,N,,
X2480F,3,3,3: Medicare,1,40,16,16,1E-12,N,,
X2480F,4,4,4: Yourself,1,40,16,16,1E-12,N,,
X2483F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X2483F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X2484F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X2484F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X2485F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X2485F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X2485F,0,0,0: Did not attempt vaginal penet,1,40,32,32,1E-12,N,S,
X2485F,1,1,1: Almost always or always,1,40,32,32,1E-12,N,S,
X2485F,2,2,2: Most times,1,40,32,32,1E-12,N,S,
X2485F,3,3,3: Sometimes,1,40,32,32,1E-12,N,S,
X2485F,4,4,4: A few times,1,40,32,32,1E-12,N,S,
X2485F,5,5,5: Almost never or never,1,40,32,32,1E-12,N,S,
X2486F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X2486F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X2486F,0,0,0: Did not attempt vaginal penet,1,40,32,32,1E-12,N,S,
X2486F,1,1,1: Very high,1,40,32,32,1E-12,N,S,
X2486F,2,2,2: Most times,1,40,32,32,1E-12,N,S,
X2486F,3,3,3: Sometimes,1,40,32,32,1E-12,N,S,
X2486F,4,4,4: A few times,1,40,32,32,1E-12,N,S,
X2486F,5,5,5: Almost never or never,1,40,32,32,1E-12,N,S,
X2487F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,SF,
X2487F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,SLF,
X2487F,0,0,0: Never,1,40,12,12,1E-12,N,S,
X2487F,1,1,1: Seldom,1,40,12,12,1E-12,N,S,
X2487F,2,2,2: Sometimes,1,40,12,12,1E-12,N,S,
X2487F,3,3,3: Often,1,40,12,12,1E-12,N,S,
X2488F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X2488F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X2488F,0,0,0: Not currently experiencing pe,1,40,32,32,1E-12,N,S,
X2488F,1,1,1: 1 -2,1,40,32,32,1E-12,N,S,
X2488F,2,2,2:  3 - 5,1,40,32,32,1E-12,N,S,
X2488F,3,3,3:  6 - 10,1,40,32,32,1E-12,N,S,
X2488F,4,4,4:  More than 10,1,40,32,32,1E-12,N,S,
X2489F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X2489F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X2489F,1,1,1:  1 shot (1.5oz),1,40,26,26,1E-12,N,,
X2489F,2,2,2:  2-3 shots,1,40,26,26,1E-12,N,,
X2489F,3,3,3:  4-6 shots or a 1/2pint,1,40,26,26,1E-12,N,,
X2489F,4,4,4:  7-11 shots or a pint,1,40,26,26,1E-12,N,,
X2489F,5,5,5:  2 pints (32oz) or more,1,40,26,26,1E-12,N,,
X248F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X248F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X248F,1,1,1: Pediatric,1,40,14,14,1E-12,N,,
X248F,2,2,2: Adult,1,40,14,14,1E-12,N,,
X248F,3,3,3: Large adult,1,40,14,14,1E-12,N,,
X248F,4,4,4: Thigh,1,40,14,14,1E-12,N,,
X2490F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2490F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2490F,1,1,1:  1-2 12oz serving(s),1,40,32,32,1E-12,N,,
X2490F,2,2,2:  3-5 12oz servings,1,40,32,32,1E-12,N,,
X2490F,3,3,3:  1-2 six packs (12oz bottles/,1,40,32,32,1E-12,N,,
X2490F,4,4,4:  2-3 six packs (12oz bottles/,1,40,32,32,1E-12,N,,
X2490F,5,5,5:  3+ six packs (12oz bottles/c,1,40,32,32,1E-12,N,,
X2491F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2491F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2491F,1,1,1:  1-2 glasses (5oz),1,40,32,32,1E-12,N,,
X2491F,2,2,2:  1/2 carafe (12.5oz),1,40,32,32,1E-12,N,,
X2491F,3,3,3:  1 bottle,1,40,32,32,1E-12,N,,
X2491F,4,4,4:  2-4 bottles,1,40,32,32,1E-12,N,,
X2491F,5,5,5:  5 or more bottles of wine or,1,40,32,32,1E-12,N,,
X2492F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X2492F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X2492F,1,1,1:  35 hrs or more/wk,1,40,23,23,1E-12,N,,
X2492F,2,2,2:  Less than 35 hrs/wk,1,40,23,23,1E-12,N,,
X2493F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X2493F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X2493F,1,1,1:  <3 months,1,40,15,15,1E-12,N,,
X2493F,2,2,2:  3-6 months,1,40,15,15,1E-12,N,,
X2493F,3,3,3:  7-12 months,1,40,15,15,1E-12,N,,
X2493F,4,4,4:  1-5 years,1,40,15,15,1E-12,N,,
X2493F,5,5,5:  6+ years,1,40,15,15,1E-12,N,,
X2494F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X2494F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X2494F,1,1,1:  Drops or a little more,1,40,26,26,1E-12,N,,
X2494F,2,2,2:  Small splashes,1,40,26,26,1E-12,N,,
X2494F,3,3,3:  Or more,1,40,26,26,1E-12,N,,
X2495F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2495F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2495F,1,1,1:  English,1,40,32,32,1E-12,N,,
X2495F,2,2,2:  English + Spanish simultaneo,1,40,32,32,1E-12,N,,
X2495F,3,3,3:  Spanish,1,40,32,32,1E-12,N,,
X2495F,99,99,99:  Or something else,1,40,32,32,1E-12,N,,
X2496F,.,.Z,XSPECF5.,1,40,30,30,1E-12,N,F,
X2496F,LOW,0,XSPECF5.,1,40,30,30,1E-12,N,LF,
X2496F,1,1,1:  Every day,1,40,30,30,1E-12,N,,
X2496F,2,2,2:  5-6 days a week,1,40,30,30,1E-12,N,,
X2496F,3,3,3:  3-4 days a week,1,40,30,30,1E-12,N,,
X2496F,4,4,4:  1-2 days a week,1,40,30,30,1E-12,N,,
X2496F,5,5,"5:  Or, less often than weekly",1,40,30,30,1E-12,N,,
X2497F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2497F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2497F,1,1,1:  Has not sought treatment,1,40,32,32,1E-12,N,,
X2497F,2,2,2:  Sought and received treatmen,1,40,32,32,1E-12,N,,
X2497F,3,3,"3:  Sought, but did not receive",1,40,32,32,1E-12,N,,
X2498F,.,.Z,XSPECF5.,1,40,29,29,1E-12,N,F,
X2498F,LOW,0,XSPECF5.,1,40,29,29,1E-12,N,LF,
X2498F,1,1,1:  I do not have the symptom,1,40,29,29,1E-12,N,,
X2498F,2,2,2:  Rarely,1,40,29,29,1E-12,N,,
X2498F,3,3,3:  A few times,1,40,29,29,1E-12,N,,
X2498F,4,4,4:  Fairly often,1,40,29,29,1E-12,N,,
X2498F,5,5,5:  Usually,1,40,29,29,1E-12,N,,
X2498F,6,6,6:  Almost always,1,40,29,29,1E-12,N,,
X2499F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X2499F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X2499F,1,1,1:  Less than 3 months,1,40,31,31,1E-12,N,,
X2499F,2,2,2:  3 to less than 6 months,1,40,31,31,1E-12,N,,
X2499F,3,3,3:  6 to less than 12 months,1,40,31,31,1E-12,N,,
X2499F,4,4,4:  1 year to less than 5 years,1,40,31,31,1E-12,N,,
X2499F,5,5,5:  5 years or more,1,40,31,31,1E-12,N,,
X249F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X249F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X249F,1,1,1: Primary,1,40,23,23,1E-12,N,,
X249F,2,2,2: Re-appointed primary,1,40,23,23,1E-12,N,,
X24F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X24F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X24F,1,1,1:  Zero,1,40,16,16,1E-12,N,,
X24F,2,2,2:  One,1,40,16,16,1E-12,N,,
X24F,3,3,3:  Two or three,1,40,16,16,1E-12,N,,
X24F,4,4,4:  Four or more,1,40,16,16,1E-12,N,,
X2500F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2500F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2500F,1,1,1:  Less than 5 hours a night,1,40,32,32,1E-12,N,,
X2500F,2,2,2:  Or more than 5 hours a night,1,40,32,32,1E-12,N,,
X2501F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X2501F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X2501F,1,1,1:  Less than once per month,1,40,31,31,1E-12,N,,
X2501F,2,2,2:  One or more times per month,1,40,31,31,1E-12,N,,
X2501F,3,3,3:  One or more times per week,1,40,31,31,1E-12,N,,
X2501F,4,4,4:  Everyday,1,40,31,31,1E-12,N,,
X2502F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X2502F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X2502F,1,1,1:  Married,1,40,25,25,1E-12,N,,
X2502F,2,2,2: Living with a partner,1,40,25,25,1E-12,N,,
X2502F,3,3,3:  Divorced/separated,1,40,25,25,1E-12,N,,
X2502F,4,4,4:  Widowed,1,40,25,25,1E-12,N,,
X2502F,5,5,"5:  Single, never married",1,40,25,25,1E-12,N,,
X2502F,99,99,99:  Other,1,40,25,25,1E-12,N,,
X2503F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2503F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2503F,1,1,1:  No protection,1,40,32,32,1E-12,N,,
X2503F,2,2,"2:  Tissue, toilet paper, or pap",1,40,32,32,1E-12,N,,
X2503F,3,3,3:  Minipad or pantiliner,1,40,32,32,1E-12,N,,
X2503F,4,4,4:  Menstrual pad,1,40,32,32,1E-12,N,,
X2503F,5,5,"5:  Incontinence pad (Poise, Ser",1,40,32,32,1E-12,N,,
X2503F,6,6,6:  Incontinence diaper (Attends,1,40,32,32,1E-12,N,,
X2503F,7,7,7:  Something else,1,40,32,32,1E-12,N,,
X2504F,.,.Z,XSPECF5.,1,40,24,24,1E-12,N,F,
X2504F,LOW,0,XSPECF5.,1,40,24,24,1E-12,N,LF,
X2504F,1,1,1:  None of the time,1,40,24,24,1E-12,N,,
X2504F,2,2,2:  A little of the time,1,40,24,24,1E-12,N,,
X2504F,3,3,3:  Some of the time,1,40,24,24,1E-12,N,,
X2504F,4,4,4:  Most of the time,1,40,24,24,1E-12,N,,
X2504F,5,5,5:  All of the time,1,40,24,24,1E-12,N,,
X2505F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X2505F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X2505F,1,1,1:  Not at all,1,40,26,26,1E-12,N,,
X2505F,2,2,2:  Once,1,40,26,26,1E-12,N,,
X2505F,3,3,3:  A few times (2-3),1,40,26,26,1E-12,N,,
X2505F,4,4,4:  Several times (4-6),1,40,26,26,1E-12,N,,
X2505F,5,5,5:  Many times (7 or more),1,40,26,26,1E-12,N,,
X2505F,6,6,6:  Everyday,1,40,26,26,1E-12,N,,
X2506F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X2506F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X2506F,1,1,1:  Not at all,1,40,14,14,1E-12,N,,
X2506F,2,2,2:  Slightly,1,40,14,14,1E-12,N,,
X2506F,3,3,3:  Moderately,1,40,14,14,1E-12,N,,
X2506F,4,4,4:  Greatly,1,40,14,14,1E-12,N,,
X2507F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X2507F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X2507F,1,1,1:  Yes,1,40,8,8,1E-12,N,,
X2507F,2,2,2:  No,1,40,8,8,1E-12,N,,
X2508F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X2508F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X2508F,1,1,1:  Zero,1,40,16,16,1E-12,N,,
X2508F,2,2,2:  One,1,40,16,16,1E-12,N,,
X2508F,3,3,3:  Two or three,1,40,16,16,1E-12,N,,
X2508F,4,4,4:  Four or more,1,40,16,16,1E-12,N,,
X2509F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X2509F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X2509F,1,1,1: 10 minutes or less,1,40,23,23,1E-12,N,,
X2509F,2,2,2: More than 10 minutes,1,40,23,23,1E-12,N,,
X250F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X250F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X250F,1,1,1: Scheduled,1,40,14,14,1E-12,N,,
X250F,2,2,2: On the spot,1,40,14,14,1E-12,N,,
X2510F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X2510F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X2510F,1,1,1: 6 months or less,1,40,32,32,1E-12,N,,
X2510F,2,2,"2: More than 6 months, less than",1,40,32,32,1E-12,N,,
X2510F,3,3,"3: More than 1 year, less than 2",1,40,32,32,1E-12,N,,
X2510F,4,4,"4: More than 2 years, less than",1,40,32,32,1E-12,N,,
X2510F,5,5,5: 5 years or more,1,40,32,32,1E-12,N,,
X2511F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X2511F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X2511F,1,1,1: AM,1,40,8,8,1E-12,N,,
X2511F,2,2,2: PM,1,40,8,8,1E-12,N,,
X2512F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
