FMTNAME,START,END,LABEL,LENGTH,TYPE,HLO
X3100F_II,2,2,2: Unavailable for 3 months or m,40,N,M
X3100F_II,3,3,3: No longer a resident of this,40,N,M
X3101F_II,.,.Z,XSPECF_II40.,40,N,MF
X3101F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3101F_II,1,1,1: Temporarily unavailable,40,N,M
X3101F_II,2,2,2: Unavailable for 3 months or m,40,N,M
X3101F_II,3,3,3: No longer a resident of this,40,N,M
X3101F_II,99,99,99: Other,40,N,M
X3102F_II,.,.Z,XSPECF_II40.,40,N,MF
X3102F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3102F_II,1,1,1: Today (After midnight last ni,40,N,M
X3102F_II,2,2,2: Yesterday (Before midnight la,40,N,M
X3102F_II,3,3,3: The day before yesterday,40,N,M
X3103F_II,.,.Z,XSPECF_II40.,40,N,MF
X3103F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3103F_II,1,1,1: Today,40,N,M
X3103F_II,2,2,2: Yesterday,40,N,M
X3103F_II,3,3,3: The day before yesterday,40,N,M
X3104F_II,.,.Z,XSPECF_II40.,40,N,MF
X3104F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3104F_II,1,1,1: Vaginal,40,N,M
X3104F_II,2,2,2: C-section,40,N,M
X3104F_II,3,3,3: Both,40,N,M
X3105F_II,.,.Z,XSPECF_II40.,40,N,MF
X3105F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3105F_II,1,1,1: Very High Confidence,40,N,M
X3105F_II,2,2,2: High Confidence,40,N,M
X3105F_II,3,3,3: Moderate Confidence,40,N,M
X3105F_II,4,4,4: Low Confidence,40,N,M
X3105F_II,5,5,5: Very Low Confidence or no con,40,N,M
X3105F_II,6,6,6: No sexual activity,40,N,M
X3106F_II,.,.Z,XSPECF_II40.,40,N,MF
X3106F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3106F_II,1,1,1: Very High Confidence,40,N,M
X3106F_II,2,2,2: High Confidence,40,N,M
X3106F_II,3,3,3: Moderate Confidence,40,N,M
X3106F_II,4,4,4: Low Confidence,40,N,M
X3106F_II,5,5,5: Very Low or No Confidence,40,N,M
X3107F_II,.,.Z,XSPECF_II40.,40,N,MF
X3107F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3107F_II,1,1,1: Very High Confidence,40,N,M
X3107F_II,2,2,2: High Confidence,40,N,M
X3107F_II,3,3,3: Moderate Confidence,40,N,M
X3107F_II,4,4,4: Low Confidence,40,N,M
X3107F_II,5,5,5: Very Low or no confidence,40,N,M
X3107F_II,6,6,6: No sexual activity,40,N,M
X3108F_II,.,.Z,XSPECF_II40.,40,N,MF
X3108F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3108F_II,1,1,1: Very High,40,N,M
X3108F_II,2,2,2: High,40,N,M
X3108F_II,3,3,3: Moderate,40,N,M
X3108F_II,4,4,4: Low,40,N,M
X3108F_II,5,5,5: Very Low or none at all,40,N,M
X3109F_II,.,.Z,XSPECF_II40.,40,N,MF
X3109F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3109F_II,1,1,1: Very High,40,N,M
X3109F_II,2,2,2: High,40,N,M
X3109F_II,3,3,3: Moderate,40,N,M
X3109F_II,4,4,4: Low,40,N,M
X3109F_II,5,5,5: Very low or None at All,40,N,M
X3109F_II,6,6,6: Did not attempt vaginal penet,40,N,M
X3109F_II,7,7,7: Did not attempt vaginal penet,40,N,M
X3109F_II,8,8,8: No sexual activity,40,N,M
X310F,.,.Z,XSPECF5.,8,N,F
X310F,LOW,0,XSPECF5.,8,N,LF
X310F,1,1,1: YES,8,N,
X310F,2,2,2: NO,8,N,
X310F,3,3,3: NA,8,N,
X3110F_II,.,.Z,XSPECF_II40.,40,N,MF
X3110F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3110F_II,1,1,1: Very High,40,N,M
X3110F_II,2,2,2: Most times(more than half the,40,N,M
X3110F_II,3,3,3: Sometimes(about half the time,40,N,M
X3110F_II,4,4,4: A few times(less than half th,40,N,M
X3110F_II,6,6,6: Did not attempt vaginal penet,40,N,M
X3110F_II,7,7,7: Did not attempt vaginal penet,40,N,M
X3111F_II,.,.Z,XSPECF_II40.,40,N,MF
X3111F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3111F_II,1,1,1: Very Low,40,N,M
X3111F_II,2,2,2: Low,40,N,M
X3111F_II,3,3,3: Moderate,40,N,M
X3111F_II,4,4,4: High,40,N,M
X3111F_II,5,5,5: Very Low,40,N,M
X3112F_II,.,.Z,XSPECF_II40.,40,N,MF
X3112F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3112F_II,1,1,1: Very Satisfied,40,N,M
X3112F_II,2,2,2: Moderately Satisfied,40,N,M
X3112F_II,3,3,3: About equally satisfied and d,40,N,M
X3112F_II,4,4,4: Moderately Dissatisfied,40,N,M
X3112F_II,5,5,5: Very Dissatisfied,40,N,M
X3113F_II,.,.Z,XSPECF_II40.,40,N,MF
X3113F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3113F_II,1,1,1: Very Satisfied,40,N,M
X3113F_II,2,2,2: Moderately Satisfied,40,N,M
X3113F_II,3,3,3: About equally satisfied and d,40,N,M
X3113F_II,4,4,4: Moderately Dissatisfied,40,N,M
X3113F_II,5,5,5: Very Dissatisfied,40,N,M
X3113F_II,6,6,6: No sexual activity,40,N,M
X3114F_II,.,.Z,XSPECF_II40.,40,N,MF
X3114F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3114F_II,1,1,1: Very Satisfied,40,N,M
X3114F_II,2,2,2: Moderately Satisfied,40,N,M
X3114F_II,3,3,3: About equally satisfied and d,40,N,M
X3114F_II,4,4,4: Moderately Dissatisfied,40,N,M
X3114F_II,5,5,5: Very Dissatisfied,40,N,M
X3114F_II,6,6,6: No sexual activity with a par,40,N,M
X3115F_II,.,.Z,XSPECF_II40.,40,N,MF
X3115F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3115F_II,1,1,1: Very Satisfied,40,N,M
X3115F_II,2,2,2: Moderately Satisfied,40,N,M
X3115F_II,3,3,3: About equally satisfied and d,40,N,M
X3115F_II,4,4,4: Moderately dissatisfied,40,N,M
X3115F_II,5,5,5: Very dissatisfied,40,N,M
X3116F_II,.,.Z,XSPECF_II40.,40,N,MF
X3116F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3116F_II,1,1,1: Very Satisfied,40,N,M
X3116F_II,2,2,2: Moderately Satisfied,40,N,M
X3116F_II,3,3,3: About equally satisfied and d,40,N,M
X3116F_II,4,4,4: Moderately dissatisfied,40,N,M
X3116F_II,5,5,5: Very dissatisfied,40,N,M
X3116F_II,6,6,6: No sexual activity with a par,40,N,M
X3117F_II,.,.Z,XSPECF_II40.,40,N,MF
X3117F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3117F_II,1,1,1: Very high confidence,40,N,M
X3117F_II,2,2,2: High confidence,40,N,M
X3117F_II,3,3,3: Moderate confidence,40,N,M
X3117F_II,4,4,4: Low confidence,40,N,M
X3117F_II,5,5,5: Very low or no confidence,40,N,M
X3118F_II,.,.Z,XSPECF_II40.,40,N,MF
X3118F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3118F_II,1,1,1: Very high,40,N,M
X3118F_II,2,2,2: High,40,N,M
X3118F_II,3,3,3: Moderate,40,N,M
X3118F_II,4,4,4: Low,40,N,M
X3118F_II,5,5,5: Very low or none at all,40,N,M
X3119F_II,.,.Z,XSPECF_II40.,40,N,MF
X3119F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3119F_II,1,1,1: Very low,40,N,M
X3119F_II,2,2,2: Low,40,N,M
X3119F_II,3,3,3: Moderate,40,N,M
X3119F_II,4,4,4: High,40,N,M
X3119F_II,5,5,5: Very High,40,N,M
X311F,.,.Z,XSPECF5.,8,N,F
X311F,LOW,0,XSPECF5.,8,N,LF
X311F,1,1,1: Yes,8,N,
X3120F_II,.,.Z,XSPECF_II40.,40,N,MF
X3120F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3120F_II,1,1,1: Very low,40,N,M
X3120F_II,2,2,2: Low,40,N,M
X3120F_II,3,3,3: Moderate,40,N,M
X3120F_II,4,4,4: High,40,N,M
X3120F_II,5,5,5: Very high,40,N,M
X3121F_II,.,.Z,XSPECF_II40.,40,N,MF
X3121F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3121F_II,1,1,1: Very satisfied,40,N,M
X3121F_II,2,2,2:  Moderately satisfied,40,N,M
X3121F_II,3,3,3: About equally satisfied and d,40,N,M
X3121F_II,4,4,4: Moderately dissatisfied,40,N,M
X3121F_II,5,5,5: Very dissatisfied,40,N,M
X3122F_II,.,.Z,XSPECF_II40.,40,N,MF
X3122F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3122F_II,1,1,1: Very satisfied,40,N,M
X3122F_II,2,2,2: Moderately satisfied,40,N,M
X3122F_II,3,3,3: About equally satisfied and d,40,N,M
X3122F_II,4,4,4: Moderately dissatisfied,40,N,M
X3122F_II,5,5,5: Very dissatisfied,40,N,M
X3122F_II,6,6,6: No sexual activity with a par,40,N,M
X3123F_II,.,.Z,XSPECF_II40.,40,N,MF
X3123F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3123F_II,1,1,1: Weeks,40,N,M
X3123F_II,2,2,2: Months,40,N,M
X3124F_II,.,.Z,XSPECF_II40.,40,N,MF
X3124F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3124F_II,1,1,1: Working for pay,40,N,M
X3124F_II,2,2,2: Unemployed and looking for wo,40,N,M
X3124F_II,3,3,3: Temporarily laid off; On sick,40,N,M
X3124F_II,4,4,4: Disabled,40,N,M
X3124F_II,5,5,5: Retired,40,N,M
X3124F_II,6,6,6: Homemaker,40,N,M
X3124F_II,7,7,7: Full-Time Student,40,N,M
X3124F_II,99,99,99: Other (INCLUDING VOLUNTEER),40,N,M
X3125F_II,.,.Z,XSPECF_II40.,40,N,MF
X3125F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3125F_II,1,1,1: Working for pay,40,N,M
X3125F_II,2,2,2: Unemployed/looking for work,40,N,M
X3125F_II,3,3,"3: Temporarily laid off, sick/ot",40,N,M
X3125F_II,4,4,4: Disabled,40,N,M
X3125F_II,5,5,5: Retired,40,N,M
X3125F_II,6,6,6: Homemaker,40,N,M
X3125F_II,7,7,7: Full time student,40,N,M
X3125F_II,99,99,99: Other,40,N,M
X3126F_II,.,.Z,XSPECF_II40.,40,N,MF
X3126F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3126F_II,1,1,1: YES,40,N,M
X3126F_II,2,2,2: NO,40,N,M
X3127F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3127F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3127F_II,-8,-8,-8: DK,40,N,SM
X3127F_II,1,1,1: YES,40,N,SM
X3127F_II,2,2,2: NO,40,N,SM
X3128F_II,.,.Z,XSPECF_II40.,40,N,MF
X3128F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3128F_II,1,1,"1: Yes, computer at home",40,N,M
X3128F_II,2,2,"2: No computer at home, but acce",40,N,M
X3128F_II,3,3,3: No computer at home and no ac,40,N,M
X3129F_II,.,.Z,XSPECF_II40.,40,N,MF
X3129F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3129F_II,1,1,"1: Yes, current",40,N,M
X3129F_II,2,2,"2: Yes, past",40,N,M
X3129F_II,3,3,3: No,40,N,M
X312F,.,.Z,XSPECF5.,8,N,F
X312F,LOW,0,XSPECF5.,8,N,LF
X312F,1,1,1: Yes,8,N,
X312F,2,2,2: No,8,N,
X3130F_II,.,.Z,XSPECF_II40.,40,N,MF
X3130F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3130F_II,1,1,"1: Yes, limited a lot",40,N,M
X3130F_II,2,2,"2: Yes, limited a little",40,N,M
X3130F_II,3,3,"3: No, not limited at all",40,N,M
X3131F_II,.,.Z,XSPECF_II40.,40,N,MF
X3131F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3131F_II,1,1,"1: Yes, past",40,N,M
X3131F_II,2,2,"2: Yes, current",40,N,M
X3131F_II,3,3,3: No,40,N,M
X3132F_II,.,.Z,XSPECF_II40.,40,N,MF
X3132F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3132F_II,1,1,"1: Yes, shortly before a period",40,N,M
X3132F_II,2,2,"2: Yes, shortfly after a period",40,N,M
X3132F_II,3,3,"3: Yes, at mid-cycle",40,N,M
X3132F_II,4,4,"4: Yes, during a period",40,N,M
X3132F_II,5,5,"5: Or not, not at the same time",40,N,M
X3133F_II,.,.Z,XSPECF_II40.,40,N,MF
X3133F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3133F_II,1,1,"1: Yes,Current",40,N,M
X3133F_II,2,2,"2: Yes,Past",40,N,M
X3133F_II,3,3,3: No,40,N,M
X3134F_II,.,.Z,XSPECF_II40.,40,N,MF
X3134F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3134F_II,1,1,"1: Yes,shortly before a period",40,N,M
X3134F_II,2,2,"2: Yes, shortly after a period",40,N,M
X3134F_II,3,3,"3: Yes, at mid cycle",40,N,M
X3134F_II,4,4,"4: Yes, during a period",40,N,M
X3134F_II,5,5,"5: No, not at the same time in y",40,N,M
X3135F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3135F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3135F_II,0,0,0: No,40,N,SM
X3135F_II,1,1,1: Yes,40,N,SM
X3136F_II,.,.Z,XSPECF_II40.,40,N,MF
X3136F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3136F_II,1,1,1: Yes,40,N,M
X3136F_II,2,2,2: No,40,N,M
X3137F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3137F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3137F_II,-8,-8,-8: DK,40,N,SM
X3137F_II,-7,-7,-7: REFUSED,40,N,SM
X3137F_II,1,1,1: Yes,40,N,SM
X3137F_II,2,2,2: No,40,N,SM
X3138F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3138F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3138F_II,-8,-8,-8: DON'T KNOW,40,N,SM
X3138F_II,-7,-7,-7: REFUSED,40,N,SM
X3138F_II,1,1,1: Yes,40,N,SM
X3138F_II,2,2,2: No,40,N,SM
X3139F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3139F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3139F_II,-8,-8,-8: Don't Know,40,N,SM
X3139F_II,-7,-7,-7: REFUSED,40,N,SM
X3139F_II,1,1,1: Yes,40,N,SM
X3139F_II,2,2,2: No,40,N,SM
X313F,.,.Z,XSPECF5.,22,N,F
X313F,LOW,0,XSPECF5.,22,N,LF
X313F,1,1,1: Yes,22,N,
X313F,2,2,2: No,22,N,
X313F,3,3,3: More than one place,22,N,
X3140F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3140F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3140F_II,-8,-8,-8: Dont Know,40,N,SM
X3140F_II,-7,-7,-7: Refused,40,N,SM
X3140F_II,1,1,1: Yes,40,N,SM
X3140F_II,2,2,2: No,40,N,SM
X3141F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3141F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3141F_II,-8,-8,-8: DK,40,N,SM
X3141F_II,1,1,1: Yes,40,N,SM
X3141F_II,2,2,2: No,40,N,SM
X3142F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3142F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3142F_II,-8,-8,-8: Don,40,N,SM
X3142F_II,1,1,1: Yes,40,N,SM
X3142F_II,2,2,2: No,40,N,SM
X3143F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3143F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3143F_II,-8,-8,-8: Don't Know,40,N,SM
X3143F_II,1,1,1: Yes,40,N,SM
X3143F_II,2,2,2: No,40,N,SM
X3144F_II,.,.Z,XSPECF_II40.,40,N,MF
X3144F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3144F_II,1,1,1: Yes,40,N,M
X3144F_II,2,2,2: No,40,N,M
X3144F_II,3,3,3: Wrong number,40,N,M
X3145F_II,.,.Z,XSPECF_II40.,40,N,MF
X3145F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3145F_II,1,1,1: Your employer,40,N,M
X3145F_II,2,2,2: Medicaid,40,N,M
X3145F_II,3,3,3: Medicare,40,N,M
X3145F_II,4,4,4: Yourself,40,N,M
X3146F_II,.,.Z,XSPECF_II40.,40,N,MF
X3146F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3146F_II,1,1,1: Zero,40,N,M
X3146F_II,2,2,2: One,40,N,M
X3146F_II,3,3,3: Two or three,40,N,M
X3146F_II,4,4,4: Four or more,40,N,M
X3147F_II,.,.Z,XSPECF_II40.,40,N,MF
X3147F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3147F_II,1,1,1: using Both the Computer and t,40,N,M
X3147F_II,2,2,2: using Paper forms Only,40,N,M
X3147F_II,3,3,3: using Computer forms Only (wi,40,N,M
X3147F_II,4,4,4: interview was prematurely ter,40,N,M
X3147F_II,5,5,5: using Computer forms Only (no,40,N,M
X3149F_II,.,.,Have nev: 1,40,N,SM
X3149F_II,.,.,Only wit: 2,40,N,SM
X3149F_II,.,.,Mostly w: 3,40,N,SM
X3149F_II,.,.,Both wit: 4,40,N,SM
X3149F_II,.,.,Mostly w: 5,40,N,SM
X3149F_II,.,.,Only wit: 6,40,N,SM
X3149F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3149F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X314F,.,.Z,XSPECF5.,11,N,F
X314F,LOW,0,XSPECF5.,11,N,LF
X314F,1,1,1: Yes,11,N,
X314F,2,2,2: No,11,N,
X314F,3,3,3: Not Sure,11,N,
X3150F_II,.,.Z,XSPECF_II40.,40,N,MF
X3150F_II,LOW,0,XSPECF_II40.,40,N,MLF
X315F,.,.Z,XSPECF5.,10,N,F
X315F,LOW,0,XSPECF5.,10,N,LF
X315F,1,1,1: Yes,10,N,
X315F,2,2,2: No,10,N,
X315F,88,88,88: UNSURE,10,N,
X316F,.,.Z,XSPECF5.,32,N,F
X316F,LOW,0,XSPECF5.,32,N,LF
X316F,1,1,1: You seldom or never get sick,32,N,
X316F,2,2,2: You recently moved to the are,32,N,
X316F,3,3,3: You don't know where to go fo,32,N,
X316F,4,4,4: Your usual source of medical,32,N,
X316F,5,5,5: You can't find a provider who,32,N,
X316F,6,6,6: You like to go to different p,32,N,
X316F,7,7,7: You just changed insurance pl,32,N,
X316F,8,8,8: You don't use doctors/you tre,32,N,
X316F,9,9,9: The cost of medical care,32,N,
X316F,99,99,99: Another reason,32,N,
X317F,.,.Z,XSPECF5.,32,N,F
X317F,LOW,0,XSPECF5.,32,N,LF
X317F,1,1,1: Your ancestry or national ori,32,N,
X317F,2,2,2: Your gender,32,N,
X317F,3,3,3: Your race,32,N,
X317F,4,4,4: Your age,32,N,
X317F,5,5,5: Your height,32,N,
X317F,6,6,6: Your weight,32,N,
X317F,7,7,7: Some other aspect of your phy,32,N,
X317F,8,8,8: Your sexual orientation,32,N,
X317F,9,9,9: Something else?,32,N,
X318F,.,.Z,XSPECF5.,8,N,F
X318F,LOW,0,XSPECF5.,8,N,LF
X319F,.,.Z,XSPECF5.,32,N,SF
X319F,LOW,0,XSPECF5.,32,N,SLF
X319F,0,0,0: Did not attempt vaginal penet,32,N,S
X319F,1,1,1: Almost always or always,32,N,S
X319F,2,2,2: Most times,32,N,S
X319F,3,3,3: Sometimes,32,N,S
X319F,4,4,4: A few times,32,N,S
X319F,5,5,5: Almost never or never,32,N,S
X31F,.,.Z,XSPECF5.,22,N,F
X31F,LOW,0,XSPECF5.,22,N,LF
X31F,1,1,1:  less than 3 months,22,N,
X31F,2,2,2: 3-6 months,22,N,
X31F,3,3,3: 7-12 months,22,N,
X31F,4,4,4: 1-5 years,22,N,
X31F,5,5,5: 6+ years,22,N,
X320F,.,.Z,XSPECF5.,32,N,SF
X320F,LOW,0,XSPECF5.,32,N,SLF
X320F,0,0,0: Did not attempt vaginal penet,32,N,S
X320F,1,1,1: Very high,32,N,S
X320F,2,2,2: Most times,32,N,S
X320F,3,3,3: Sometimes,32,N,S
X320F,4,4,4: A few times,32,N,S
X320F,5,5,5: Almost never or never,32,N,S
X321F,.,.Z,XSPECF5.,15,N,SF
X321F,LOW,0,XSPECF5.,15,N,SLF
X321F,0,0,0: NOT SELECTED,15,N,S
X321F,1,1,1: SELECTED,15,N,S
X322F,.,.Z,XSPECF5.,15,N,SF
X322F,LOW,0,XSPECF5.,15,N,SLF
X322F,0,0,0: Never,15,N,S
X322F,1,1,1: Almost Never,15,N,S
X322F,2,2,2: Sometimes,15,N,S
X322F,3,3,3: Fairly Often,15,N,S
X322F,4,4,4: Very Often,15,N,S
X323F,.,.Z,XSPECF5.,23,N,SF
X323F,LOW,0,XSPECF5.,23,N,SLF
X323F,0,0,0: Never,23,N,S
X323F,1,1,1: Seldom (1-2 days),23,N,S
X323F,2,2,2: Sometimes (3-4 days),23,N,S
X323F,3,3,3: Often (5-7 days),23,N,S
X324F,.,.Z,XSPECF5.,12,N,SF
X324F,LOW,0,XSPECF5.,12,N,SLF
X324F,0,0,0: Never,12,N,S
X324F,1,1,1: Seldom,12,N,S
X324F,2,2,2: Sometimes,12,N,S
X324F,3,3,3: Often,12,N,S
X325F,.,.Z,XSPECF5.,32,N,SF
X325F,LOW,0,XSPECF5.,32,N,SLF
X325F,0,0,0: No pain,32,N,S
X325F,10,10,10: Pain as bad as you can imagi,32,N,S
X326F,.,.Z,XSPECF5.,14,N,SF
X326F,LOW,0,XSPECF5.,14,N,SLF
X326F,0,0,0: Not Circled,14,N,S
X326F,1,1,1: Circled,14,N,S
X327F,.,.Z,XSPECF5.,32,N,SF
X327F,LOW,0,XSPECF5.,32,N,SLF
X327F,0,0,0: Not currently experiencing pe,32,N,S
X327F,1,1,1: 1 -2,32,N,S
X327F,2,2,2:  3 - 5,32,N,S
X327F,3,3,3:  6 - 10,32,N,S
X327F,4,4,4:  More than 10,32,N,S
X328F,.,.Z,XSPECF5.,26,N,F
X328F,LOW,0,XSPECF5.,26,N,LF
X328F,1,1,1:  1 shot (1.5oz),26,N,
X328F,2,2,2:  2-3 shots,26,N,
X328F,3,3,3:  4-6 shots or a 1/2pint,26,N,
X328F,4,4,4:  7-11 shots or a pint,26,N,
X328F,5,5,5:  2 pints (32oz) or more,26,N,
X329F,.,.Z,XSPECF5.,32,N,F
X329F,LOW,0,XSPECF5.,32,N,LF
X329F,1,1,1:  1-2 12oz serving(s),32,N,
X329F,2,2,2:  3-5 12oz servings,32,N,
X329F,3,3,3:  1-2 six packs (12oz bottles/,32,N,
X329F,4,4,4:  2-3 six packs (12oz bottles/,32,N,
X329F,5,5,5:  3+ six packs (12oz bottles/c,32,N,
X32F,.,.Z,XSPECF5.,18,N,F
X32F,LOW,0,XSPECF5.,18,N,LF
X32F,1,1,1: 1 shot,18,N,
X32F,2,2,2: 2-3 shots,18,N,
X32F,3,3,3: 4-6 shots,18,N,
X32F,4,4,4: 7-11 shots,18,N,
X32F,5,5,5: 2 pints or more,18,N,
X330F,.,.Z,XSPECF5.,32,N,F
X330F,LOW,0,XSPECF5.,32,N,LF
X330F,1,1,1:  1-2 glasses (5oz),32,N,
X330F,2,2,2:  1/2 carafe (12.5oz),32,N,
X330F,3,3,3:  1 bottle,32,N,
X330F,4,4,4:  2-4 bottles,32,N,
X330F,5,5,5:  5 or more bottles of wine or,32,N,
X331F,.,.Z,XSPECF5.,23,N,F
X331F,LOW,0,XSPECF5.,23,N,LF
X331F,1,1,1:  35 hrs or more/wk,23,N,
X331F,2,2,2:  Less than 35 hrs/wk,23,N,
X332F,.,.Z,XSPECF5.,15,N,F
X332F,LOW,0,XSPECF5.,15,N,LF
X332F,1,1,1:  <3 months,15,N,
X332F,2,2,2:  3-6 months,15,N,
X332F,3,3,3:  7-12 months,15,N,
X332F,4,4,4:  1-5 years,15,N,
X332F,5,5,5:  6+ years,15,N,
X333F,.,.Z,XSPECF5.,26,N,F
X333F,LOW,0,XSPECF5.,26,N,LF
X333F,1,1,1:  Drops or a little more,26,N,
X333F,2,2,2:  Small splashes,26,N,
X333F,3,3,3:  Or more,26,N,
X334F,.,.Z,XSPECF5.,32,N,F
X334F,LOW,0,XSPECF5.,32,N,LF
X334F,1,1,1:  English,32,N,
X334F,2,2,2:  English + Spanish simultaneo,32,N,
X334F,3,3,3:  Spanish,32,N,
X334F,99,99,99:  Or something else,32,N,
X335F,.,.Z,XSPECF5.,30,N,F
X335F,LOW,0,XSPECF5.,30,N,LF
X335F,1,1,1:  Every day,30,N,
X335F,2,2,2:  5-6 days a week,30,N,
X335F,3,3,3:  3-4 days a week,30,N,
X335F,4,4,4:  1-2 days a week,30,N,
X335F,5,5,"5:  Or, less often than weekly",30,N,
X336F,.,.Z,XSPECF5.,32,N,F
X336F,LOW,0,XSPECF5.,32,N,LF
X336F,1,1,1:  Has not sought treatment,32,N,
X336F,2,2,2:  Sought and received treatmen,32,N,
X336F,3,3,"3:  Sought, but did not receive",32,N,
X337F,.,.Z,XSPECF5.,29,N,F
X337F,LOW,0,XSPECF5.,29,N,LF
X337F,1,1,1:  I do not have the symptom,29,N,
X337F,2,2,2:  Rarely,29,N,
X337F,3,3,3:  A few times,29,N,
X337F,4,4,4:  Fairly often,29,N,
X337F,5,5,5:  Usually,29,N,
X337F,6,6,6:  Almost always,29,N,
X338F,.,.Z,XSPECF5.,31,N,F
X338F,LOW,0,XSPECF5.,31,N,LF
X338F,1,1,1:  Less than 3 months,31,N,
X338F,2,2,2:  3 to less than 6 months,31,N,
X338F,3,3,3:  6 to less than 12 months,31,N,
X338F,4,4,4:  1 year to less than 5 years,31,N,
X338F,5,5,5:  5 years or more,31,N,
X339F,.,.Z,XSPECF5.,32,N,F
X339F,LOW,0,XSPECF5.,32,N,LF
X339F,1,1,1:  Less than 5 hours a night,32,N,
X339F,2,2,2:  Or more than 5 hours a night,32,N,
X33F,.,.Z,XSPECF5.,21,N,F
X33F,LOW,0,XSPECF5.,21,N,LF
X33F,1,1,1: 1-2 12 oz servings,21,N,
X33F,2,2,2: 3-5 12 oz servings,21,N,
X33F,3,3,3: 1-2 six packs,21,N,
X33F,4,4,4: 2-3 six packs,21,N,
X33F,5,5,5: 3+ six packs,21,N,
X340F,.,.Z,XSPECF5.,31,N,F
X340F,LOW,0,XSPECF5.,31,N,LF
X340F,1,1,1:  Less than once per month,31,N,
X340F,2,2,2:  One or more times per month,31,N,
X340F,3,3,3:  One or more times per week,31,N,
X340F,4,4,4:  Everyday,31,N,
X341F,.,.Z,XSPECF5.,25,N,F
X341F,LOW,0,XSPECF5.,25,N,LF
X341F,1,1,1:  Married,25,N,
X341F,2,2,2: Living with a partner,25,N,
X341F,3,3,3:  Divorced/separated,25,N,
X341F,4,4,4:  Widowed,25,N,
X341F,5,5,"5:  Single, never married",25,N,
X341F,99,99,99:  Other,25,N,
X342F,.,.Z,XSPECF5.,32,N,F
X342F,LOW,0,XSPECF5.,32,N,LF
X342F,1,1,1:  No protection,32,N,
X342F,2,2,"2:  Tissue, toilet paper, or pap",32,N,
X342F,3,3,3:  Minipad or pantiliner,32,N,
X342F,4,4,4:  Menstrual pad,32,N,
X342F,5,5,"5:  Incontinence pad (Poise, Ser",32,N,
X342F,6,6,6:  Incontinence diaper (Attends,32,N,
X342F,7,7,7:  Something else,32,N,
