FMTNAME,START,END,LABEL,LENGTH,TYPE,HLO
X2441F_II,.,.Z,XSPECF_II40.,40,N,MF
X2441F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2441F_II,1,1,1: No problem,40,N,M
X2441F_II,2,2,2: Very small,40,N,M
X2441F_II,3,3,3: Small,40,N,M
X2441F_II,4,4,4: Medium,40,N,M
X2441F_II,5,5,5: Big,40,N,M
X2443F_II,.,.Z,XSPECF_II40.,40,N,MF
X2443F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2443F_II,1,1,1: None of the time,40,N,M
X2443F_II,2,2,2: A little of the time,40,N,M
X2443F_II,3,3,3: Some of the time,40,N,M
X2443F_II,4,4,4: A good bit of the time,40,N,M
X2443F_II,5,5,5: Most of the time,40,N,M
X2443F_II,6,6,6: All of the time,40,N,M
X2444F_II,.,.Z,XSPECF_II40.,40,N,MF
X2444F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2444F_II,1,1,1: None of the time,40,N,M
X2444F_II,2,2,2: A little of the time,40,N,M
X2444F_II,3,3,3: Some of the time,40,N,M
X2444F_II,4,4,4: Most of the time,40,N,M
X2444F_II,5,5,5: All of the time,40,N,M
X2445F_II,.,.Z,XSPECF_II40.,40,N,MF
X2445F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2445F_II,1,1,1: None(no protection),40,N,M
X2445F_II,2,2,"2: Tissue, toilet paper, or pape",40,N,M
X2445F_II,3,3,3: Minipad or pantiliner,40,N,M
X2445F_II,4,4,4: Menstrual pad,40,N,M
X2445F_II,5,5,"5: Incontinence pad (Poise, Sere",40,N,M
X2445F_II,6,6,"6: Incontinence diaper (Attends,",40,N,M
X2445F_II,7,7,7: Something else,40,N,M
X2446F_II,.,.Z,XSPECF_II40.,40,N,MF
X2446F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2446F_II,1,1,1: None,40,N,M
X2446F_II,2,2,2: Mild,40,N,M
X2446F_II,3,3,3: Moderate,40,N,M
X2446F_II,4,4,4: Severe,40,N,M
X2446F_II,5,5,5: Extremely Severe,40,N,M
X2447F_II,.,.Z,XSPECF_II40.,40,N,MF
X2447F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2447F_II,1,1,1: None,40,N,M
X2447F_II,2,2,2: Only a little,40,N,M
X2447F_II,3,3,3: Some,40,N,M
X2447F_II,4,4,4: A lot,40,N,M
X2448F_II,.,.Z,XSPECF_II40.,40,N,MF
X2448F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2448F_II,1,1,1: Not at all,40,N,M
X2448F_II,2,2,2: Once,40,N,M
X2448F_II,3,3,3: A few times (2-3),40,N,M
X2448F_II,4,4,4: Several times (4-6),40,N,M
X2448F_II,5,5,5: Many times (7 or more) but no,40,N,M
X2448F_II,6,6,6: Everyday,40,N,M
X2449F_II,.,.Z,XSPECF_II40.,40,N,MF
X2449F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2449F_II,1,1,1: Not at all,40,N,M
X2449F_II,2,2,2: Slightly,40,N,M
X2449F_II,3,3,3: Moderately,40,N,M
X2449F_II,4,4,4: Greatly,40,N,M
X2450F_II,.,.Z,XSPECF_II40.,40,N,MF
X2450F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2450F_II,1,1,1: Not at all,40,N,M
X2450F_II,2,2,2: Slightly,40,N,M
X2450F_II,3,3,3: Moderatley,40,N,M
X2450F_II,4,4,4: Quite a bit,40,N,M
X2450F_II,5,5,5: Extremely,40,N,M
X2451F_II,.,.Z,XSPECF_II40.,40,N,MF
X2451F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2451F_II,1,1,1: Not at all,40,N,M
X2451F_II,2,2,2: Slight,40,N,M
X2451F_II,3,3,3: Moderately,40,N,M
X2451F_II,4,4,4: Greatly,40,N,M
X2452F_II,.,.Z,XSPECF_II40.,40,N,MF
X2452F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2452F_II,1,1,1: Not at all,40,N,M
X2452F_II,2,2,2: Some,40,N,M
X2452F_II,3,3,3: A Lot,40,N,M
X2453F_II,.,.Z,XSPECF_II40.,40,N,MF
X2453F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2453F_II,1,1,1: Not at all,40,N,M
X2453F_II,2,2,2: Some,40,N,M
X2453F_II,3,3,3: A lot,40,N,M
X2454F_II,.,.Z,XSPECF_II40.,40,N,MF
X2454F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2454F_II,1,1,1: Not impotent,40,N,M
X2454F_II,2,2,2: Minimally impotent,40,N,M
X2454F_II,3,3,3: Moderately impotent,40,N,M
X2454F_II,4,4,4: Completely impotent,40,N,M
X2455F_II,.,.Z,XSPECF_II40.,40,N,MF
X2455F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2455F_II,1,1,1: Not problem,40,N,M
X2455F_II,2,2,2: Very Small Problem,40,N,M
X2455F_II,3,3,3: Small Problem,40,N,M
X2455F_II,4,4,4: Medium problem,40,N,M
X2455F_II,5,5,5: Big Problem,40,N,M
X2456F_II,.,.Z,XSPECF_II40.,40,N,MF
X2456F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2456F_II,1,1,1: No,40,N,M
X2456F_II,2,2,"2: Yes, only with flare-ups of m",40,N,M
X2456F_II,3,3,"3: Yes, I take medications regul",40,N,M
X2458F_II,.,.Z,XSPECF_II40.,40,N,MF
X2458F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2458F_II,1,1,1: One,40,N,M
X2458F_II,2,2,2: Two,40,N,M
X2459F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2459F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2459F_II,-8,-8,-8: Don't Know,40,N,SM
X2459F_II,1,1,1: One,40,N,SM
X2459F_II,2,2,2: Two,40,N,SM
X2464F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2464F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2464F_II,-8,-8,-8: DK,40,N,SM
X2464F_II,1,1,1: Slightly louder than breathin,40,N,SM
X2464F_II,2,2,2: As loud as talking,40,N,SM
X2464F_II,3,3,3: Louder than talking,40,N,SM
X2464F_II,4,4,"4: Very loud, can be heard in ne",40,N,SM
X2465F_II,.,.Z,XSPECF_II40.,40,N,MF
X2465F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2465F_II,1,1,1: Sought and received,40,N,M
X2465F_II,2,2,"2: Sought, but did not receive",40,N,M
X2466F_II,.,.Z,XSPECF_II40.,40,N,MF
X2466F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2466F_II,1,1,1: Stongly disagree,40,N,M
X2466F_II,2,2,2: Moderately disagree,40,N,M
X2466F_II,3,3,3: Slightly disagree,40,N,M
X2466F_II,4,4,4: Slightly agree,40,N,M
X2466F_II,5,5,5: Moderately agree,40,N,M
X2466F_II,6,6,6: Strongly agree,40,N,M
X2467F_II,.,.Z,XSPECF_II40.,40,N,MF
X2467F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2467F_II,1,1,1: Stop,40,N,M
X2467F_II,2,2,2: Slow down,40,N,M
X2467F_II,3,3,3: Continue at the same pace,40,N,M
X2468F_II,.,.Z,XSPECF_II40.,40,N,MF
X2468F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2468F_II,1,1,1: Stop,40,N,M
X2468F_II,2,2,2: Slow down,40,N,M
X2468F_II,3,3,3: Or continue at the same pace,40,N,M
X2477F_II,.,.Z,XSPECF_II40.,40,N,MF
X2477F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2477F_II,1,1,1: Very High Confidence,40,N,M
X2477F_II,2,2,2: High Confidence,40,N,M
X2477F_II,3,3,3: Moderate Confidence,40,N,M
X2477F_II,4,4,4: Low Confidence,40,N,M
X2477F_II,5,5,5: Very Low or no confidence,40,N,M
X2477F_II,6,6,6: No sexual activity,40,N,M
X2479F_II,.,.Z,XSPECF_II40.,40,N,MF
X2479F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2479F_II,1,1,1: Very High,40,N,M
X2479F_II,2,2,2: High,40,N,M
X2479F_II,3,3,3: Moderate,40,N,M
X2479F_II,4,4,4: Low,40,N,M
X2479F_II,5,5,5: Very low or None at All,40,N,M
X2479F_II,6,6,6: Did not attempt vaginal penet,40,N,M
X2479F_II,7,7,7: Did not attempt vaginal penet,40,N,M
X2479F_II,8,8,8: No sexual activity,40,N,M
X2481F_II,.,.Z,XSPECF_II40.,40,N,MF
X2481F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2481F_II,1,1,1: Very Low,40,N,M
X2481F_II,2,2,2: Low,40,N,M
X2481F_II,3,3,3: Moderate,40,N,M
X2481F_II,4,4,4: High,40,N,M
X2481F_II,5,5,5: Very Low,40,N,M
X2483F_II,.,.Z,XSPECF_II40.,40,N,MF
X2483F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2483F_II,1,1,1: Very Satisfied,40,N,M
X2483F_II,2,2,2: Moderately Satisfied,40,N,M
X2483F_II,3,3,3: About equally satisfied and d,40,N,M
X2483F_II,4,4,4: Moderately Dissatisfied,40,N,M
X2483F_II,5,5,5: Very Dissatisfied,40,N,M
X2483F_II,6,6,6: No sexual activity,40,N,M
X2484F_II,.,.Z,XSPECF_II40.,40,N,MF
X2484F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2484F_II,1,1,1: Very Satisfied,40,N,M
X2484F_II,2,2,2: Moderately Satisfied,40,N,M
X2484F_II,3,3,3: About equally satisfied and d,40,N,M
X2484F_II,4,4,4: Moderately Dissatisfied,40,N,M
X2484F_II,5,5,5: Very Dissatisfied,40,N,M
X2484F_II,6,6,6: No sexual activity with a par,40,N,M
X2487F_II,.,.Z,XSPECF_II40.,40,N,MF
X2487F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2487F_II,1,1,1: Very high confidence,40,N,M
X2487F_II,2,2,2: High confidence,40,N,M
X2487F_II,3,3,3: Moderate confidence,40,N,M
X2487F_II,4,4,4: Low confidence,40,N,M
X2487F_II,5,5,5: Very low or no confidence,40,N,M
X2488F_II,.,.Z,XSPECF_II40.,40,N,MF
X2488F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2488F_II,1,1,1: Very high,40,N,M
X2488F_II,2,2,2: High,40,N,M
X2488F_II,3,3,3: Moderate,40,N,M
X2488F_II,4,4,4: Low,40,N,M
X2488F_II,5,5,5: Very low or none at all,40,N,M
X2489F_II,.,.Z,XSPECF_II40.,40,N,MF
X2489F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2489F_II,1,1,1: Very low,40,N,M
X2489F_II,2,2,2: Low,40,N,M
X2489F_II,3,3,3: Moderate,40,N,M
X2489F_II,4,4,4: High,40,N,M
X2489F_II,5,5,5: Very High,40,N,M
X2490F_II,.,.Z,XSPECF_II40.,40,N,MF
X2490F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2490F_II,1,1,1: Very low,40,N,M
X2490F_II,2,2,2: Low,40,N,M
X2490F_II,3,3,3: Moderate,40,N,M
X2490F_II,4,4,4: High,40,N,M
X2490F_II,5,5,5: Very high,40,N,M
X2491F_II,.,.Z,XSPECF_II40.,40,N,MF
X2491F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2491F_II,1,1,1: Very satisfied,40,N,M
X2491F_II,2,2,2:  Moderately satisfied,40,N,M
X2491F_II,3,3,3: About equally satisfied and d,40,N,M
X2491F_II,4,4,4: Moderately dissatisfied,40,N,M
X2491F_II,5,5,5: Very dissatisfied,40,N,M
X2492F_II,.,.Z,XSPECF_II40.,40,N,MF
X2492F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2492F_II,1,1,1: Very satisfied,40,N,M
X2492F_II,2,2,2: Moderately satisfied,40,N,M
X2492F_II,3,3,3: About equally satisfied and d,40,N,M
X2492F_II,4,4,4: Moderately dissatisfied,40,N,M
X2492F_II,5,5,5: Very dissatisfied,40,N,M
X2492F_II,6,6,6: No sexual activity with a par,40,N,M
X2493F_II,.,.Z,XSPECF_II40.,40,N,MF
X2493F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2493F_II,1,1,1: Weeks,40,N,M
X2493F_II,2,2,2: Months,40,N,M
X2494F_II,.,.Z,XSPECF_II40.,40,N,MF
X2494F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2494F_II,1,1,1: Working for pay,40,N,M
X2494F_II,2,2,2: Unemployed and looking for wo,40,N,M
X2494F_II,3,3,3: Temporarily laid off; On sick,40,N,M
X2494F_II,4,4,4: Disabled,40,N,M
X2494F_II,5,5,5: Retired,40,N,M
X2494F_II,6,6,6: Homemaker,40,N,M
X2494F_II,7,7,7: Full-Time Student,40,N,M
X2494F_II,99,99,99: Other (INCLUDING VOLUNTEER),40,N,M
X2495F_II,.,.Z,XSPECF_II40.,40,N,MF
X2495F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2495F_II,1,1,1: Working for pay,40,N,M
X2495F_II,2,2,2: Unemployed/looking for work,40,N,M
X2495F_II,3,3,"3: Temporarily laid off, sick/ot",40,N,M
X2495F_II,4,4,4: Disabled,40,N,M
X2495F_II,5,5,5: Retired,40,N,M
X2495F_II,6,6,6: Homemaker,40,N,M
X2495F_II,7,7,7: Full time student,40,N,M
X2495F_II,99,99,99: Other,40,N,M
X2496F_II,.,.Z,XSPECF_II40.,40,N,MF
X2496F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2496F_II,1,1,1: YES,40,N,M
X2496F_II,2,2,2: NO,40,N,M
X2497F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2497F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2497F_II,-8,-8,-8: DK,40,N,SM
X2497F_II,1,1,1: YES,40,N,SM
X2497F_II,2,2,2: NO,40,N,SM
X2498F_II,.,.Z,XSPECF_II40.,40,N,MF
X2498F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2498F_II,1,1,"1: Yes, computer at home",40,N,M
X2498F_II,2,2,"2: No computer at home, but acce",40,N,M
X2498F_II,3,3,3: No computer at home and no ac,40,N,M
X2499F_II,.,.Z,XSPECF_II40.,40,N,MF
X2499F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2499F_II,1,1,"1: Yes, current",40,N,M
X2499F_II,2,2,"2: Yes, past",40,N,M
X2499F_II,3,3,3: No,40,N,M
X2500F_II,.,.Z,XSPECF_II40.,40,N,MF
X2500F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2500F_II,1,1,"1: Yes, limited a lot",40,N,M
X2500F_II,2,2,"2: Yes, limited a little",40,N,M
X2500F_II,3,3,"3: No, not limited at all",40,N,M
X2501F_II,.,.Z,XSPECF_II40.,40,N,MF
X2501F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2501F_II,1,1,"1: Yes, past",40,N,M
X2501F_II,2,2,"2: Yes, current",40,N,M
X2501F_II,3,3,3: No,40,N,M
X2502F_II,.,.Z,XSPECF_II40.,40,N,MF
X2502F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2502F_II,1,1,"1: Yes, shortly before a period",40,N,M
X2502F_II,2,2,"2: Yes, shortfly after a period",40,N,M
X2502F_II,3,3,"3: Yes, at mid-cycle",40,N,M
X2502F_II,4,4,"4: Yes, during a period",40,N,M
X2502F_II,5,5,"5: Or not, not at the same time",40,N,M
X2503F_II,.,.Z,XSPECF_II40.,40,N,MF
X2503F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2503F_II,1,1,"1: Yes,Current",40,N,M
X2503F_II,2,2,"2: Yes,Past",40,N,M
X2503F_II,3,3,3: No,40,N,M
X2504F_II,.,.Z,XSPECF_II40.,40,N,MF
X2504F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2504F_II,1,1,"1: Yes,shortly before a period",40,N,M
X2504F_II,2,2,"2: Yes, shortly after a period",40,N,M
X2504F_II,3,3,"3: Yes, at mid cycle",40,N,M
X2504F_II,4,4,"4: Yes, during a period",40,N,M
X2504F_II,5,5,"5: No, not at the same time in y",40,N,M
X2505F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2505F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2505F_II,0,0,0: No,40,N,SM
X2505F_II,1,1,1: Yes,40,N,SM
X2506F_II,.,.Z,XSPECF_II40.,40,N,MF
X2506F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2506F_II,1,1,1: Yes,40,N,M
X2506F_II,2,2,2: No,40,N,M
X2507F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2507F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2507F_II,-8,-8,-8: DK,40,N,SM
X2507F_II,-7,-7,-7: REFUSED,40,N,SM
X2507F_II,1,1,1: Yes,40,N,SM
X2507F_II,2,2,2: No,40,N,SM
X2508F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2508F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2508F_II,-8,-8,-8: DON'T KNOW,40,N,SM
X2508F_II,-7,-7,-7: REFUSED,40,N,SM
X2508F_II,1,1,1: Yes,40,N,SM
X2508F_II,2,2,2: No,40,N,SM
X2509F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2509F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2509F_II,-8,-8,-8: Don't Know,40,N,SM
X2509F_II,-7,-7,-7: REFUSED,40,N,SM
X2509F_II,1,1,1: Yes,40,N,SM
X2509F_II,2,2,2: No,40,N,SM
X2511F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2511F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2511F_II,-8,-8,-8: DK,40,N,SM
X2511F_II,1,1,1: Yes,40,N,SM
X2511F_II,2,2,2: No,40,N,SM
X2512F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2512F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2512F_II,-8,-8,-8: Don,40,N,SM
X2512F_II,1,1,1: Yes,40,N,SM
X2512F_II,2,2,2: No,40,N,SM
X2513F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2513F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2513F_II,-8,-8,-8: Don't Know,40,N,SM
X2513F_II,1,1,1: Yes,40,N,SM
X2513F_II,2,2,2: No,40,N,SM
X2515F_II,.,.Z,XSPECF_II40.,40,N,MF
X2515F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2515F_II,1,1,1: Your employer,40,N,M
X2515F_II,2,2,2: Medicaid,40,N,M
X2515F_II,3,3,3: Medicare,40,N,M
X2515F_II,4,4,4: Yourself,40,N,M
X2516F_II,.,.Z,XSPECF_II40.,40,N,MF
X2516F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2516F_II,1,1,1: Zero,40,N,M
X2516F_II,2,2,2: One,40,N,M
X2516F_II,3,3,3: Two or three,40,N,M
X2516F_II,4,4,4: Four or more,40,N,M
X2520F_II,.,.Z,XSPECF_II40.,40,N,MF
X2520F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2941F_II,.,.Z,XSPECF_II40.,40,N,MF
X2941F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2942F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2942F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2942F_II,0,0,0: Did not attempt vaginal penet,40,N,SM
X2942F_II,1,1,1: Almost always or always,40,N,SM
X2942F_II,2,2,2: Most times,40,N,SM
X2942F_II,3,3,3: Sometimes,40,N,SM
X2942F_II,4,4,4: A few times,40,N,SM
X2942F_II,5,5,5: Almost never or never,40,N,SM
X2943F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2943F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2943F_II,0,0,0: Did not attempt vaginal penet,40,N,SM
X2943F_II,1,1,1: Very high,40,N,SM
X2943F_II,2,2,2: Most times,40,N,SM
X2943F_II,3,3,3: Sometimes,40,N,SM
X2943F_II,4,4,4: A few times,40,N,SM
X2943F_II,5,5,5: Almost never or never,40,N,SM
X2944F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2944F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2944F_II,0,0,0: NOT SELECTED,40,N,SM
X2944F_II,1,1,1: SELECTED,40,N,SM
X2945F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2945F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2945F_II,0,0,0: Never,40,N,SM
X2945F_II,1,1,1: Almost Never,40,N,SM
X2945F_II,2,2,2: Sometimes,40,N,SM
X2945F_II,3,3,3: Fairly Often,40,N,SM
X2945F_II,4,4,4: Very Often,40,N,SM
X2946F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2946F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2946F_II,0,0,0: Never,40,N,SM
X2946F_II,1,1,1: Seldom (1-2 days),40,N,SM
X2946F_II,2,2,2: Sometimes (3-4 days),40,N,SM
X2946F_II,3,3,3: Often (5-7 days),40,N,SM
X2947F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2947F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2947F_II,0,0,0: Never,40,N,SM
X2947F_II,1,1,1: Seldom,40,N,SM
X2947F_II,2,2,2: Sometimes,40,N,SM
X2947F_II,3,3,3: Often,40,N,SM
X2948F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2948F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2948F_II,0,0,0: No pain,40,N,SM
X2948F_II,10,10,10: Pain as bad as you can imagi,40,N,SM
X2949F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2949F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2949F_II,0,0,0: Not Circled,40,N,SM
X2949F_II,1,1,1: Circled,40,N,SM
X2950F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2950F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2950F_II,0,0,0: Not currently experiencing pe,40,N,SM
X2950F_II,1,1,1: 1 -2,40,N,SM
X2950F_II,2,2,2:  3 - 5,40,N,SM
X2950F_II,3,3,3:  6 - 10,40,N,SM
X2950F_II,4,4,4:  More than 10,40,N,SM
X2951F_II,.,.Z,XSPECF_II40.,40,N,MF
X2951F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2951F_II,1,1,1:  1 shot (1.5oz),40,N,M
X2951F_II,2,2,2:  2-3 shots,40,N,M
X2951F_II,3,3,3:  4-6 shots or a 1/2pint,40,N,M
X2951F_II,4,4,4:  7-11 shots or a pint,40,N,M
X2951F_II,5,5,5:  2 pints (32oz) or more,40,N,M
X2952F_II,.,.Z,XSPECF_II40.,40,N,MF
X2952F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2952F_II,1,1,1:  1-2 12oz serving(s),40,N,M
X2952F_II,2,2,2:  3-5 12oz servings,40,N,M
X2952F_II,3,3,3:  1-2 six packs (12oz bottles/,40,N,M
X2952F_II,4,4,4:  2-3 six packs (12oz bottles/,40,N,M
X2952F_II,5,5,5:  3+ six packs (12oz bottles/c,40,N,M
X2953F_II,.,.Z,XSPECF_II40.,40,N,MF
X2953F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2953F_II,1,1,1:  1-2 glasses (5oz),40,N,M
X2953F_II,2,2,2:  1/2 carafe (12.5oz),40,N,M
X2953F_II,3,3,3:  1 bottle,40,N,M
X2953F_II,4,4,4:  2-4 bottles,40,N,M
X2953F_II,5,5,5:  5 or more bottles of wine or,40,N,M
X2954F_II,.,.Z,XSPECF_II40.,40,N,MF
X2954F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2954F_II,1,1,1:  35 hrs or more/wk,40,N,M
X2954F_II,2,2,2:  Less than 35 hrs/wk,40,N,M
X2955F_II,.,.Z,XSPECF_II40.,40,N,MF
X2955F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2955F_II,1,1,1:  <3 months,40,N,M
X2955F_II,2,2,2:  3-6 months,40,N,M
X2955F_II,3,3,3:  7-12 months,40,N,M
X2955F_II,4,4,4:  1-5 years,40,N,M
X2955F_II,5,5,5:  6+ years,40,N,M
X2956F_II,.,.Z,XSPECF_II40.,40,N,MF
X2956F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2956F_II,1,1,1:  Drops or a little more,40,N,M
X2956F_II,2,2,2:  Small splashes,40,N,M
X2956F_II,3,3,3:  Or more,40,N,M
X2957F_II,.,.Z,XSPECF_II40.,40,N,MF
X2957F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2957F_II,1,1,1:  English,40,N,M
X2957F_II,2,2,2:  English + Spanish simultaneo,40,N,M
X2957F_II,3,3,3:  Spanish,40,N,M
X2957F_II,99,99,99:  Or something else,40,N,M
X2958F_II,.,.Z,XSPECF_II40.,40,N,MF
X2958F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2958F_II,1,1,1:  Every day,40,N,M
X2958F_II,2,2,2:  5-6 days a week,40,N,M
X2958F_II,3,3,3:  3-4 days a week,40,N,M
X2958F_II,4,4,4:  1-2 days a week,40,N,M
X2958F_II,5,5,"5:  Or, less often than weekly",40,N,M
X2959F_II,.,.Z,XSPECF_II40.,40,N,MF
X2959F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2959F_II,1,1,1:  Has not sought treatment,40,N,M
X2959F_II,2,2,2:  Sought and received treatmen,40,N,M
X2959F_II,3,3,"3:  Sought, but did not receive",40,N,M
X2960F_II,.,.Z,XSPECF_II40.,40,N,MF
X2960F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2960F_II,1,1,1:  I do not have the symptom,40,N,M
X2960F_II,2,2,2:  Rarely,40,N,M
X2960F_II,3,3,3:  A few times,40,N,M
X2960F_II,4,4,4:  Fairly often,40,N,M
X2960F_II,5,5,5:  Usually,40,N,M
X2960F_II,6,6,6:  Almost always,40,N,M
X2961F_II,.,.Z,XSPECF_II40.,40,N,MF
X2961F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2961F_II,1,1,1:  Less than 3 months,40,N,M
X2961F_II,2,2,2:  3 to less than 6 months,40,N,M
X2961F_II,3,3,3:  6 to less than 12 months,40,N,M
X2961F_II,4,4,4:  1 year to less than 5 years,40,N,M
X2961F_II,5,5,5:  5 years or more,40,N,M
X2962F_II,.,.Z,XSPECF_II40.,40,N,MF
X2962F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2962F_II,1,1,1:  Less than 5 hours a night,40,N,M
X2962F_II,2,2,2:  Or more than 5 hours a night,40,N,M
X2963F_II,.,.Z,XSPECF_II40.,40,N,MF
X2963F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2963F_II,1,1,1:  Less than once per month,40,N,M
X2963F_II,2,2,2:  One or more times per month,40,N,M
X2963F_II,3,3,3:  One or more times per week,40,N,M
X2963F_II,4,4,4:  Everyday,40,N,M
X2964F_II,.,.Z,XSPECF_II40.,40,N,MF
X2964F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2964F_II,1,1,1:  Married,40,N,M
X2964F_II,2,2,2: Living with a partner,40,N,M
X2964F_II,3,3,3:  Divorced/separated,40,N,M
X2964F_II,4,4,4:  Widowed,40,N,M
X2964F_II,5,5,"5:  Single, never married",40,N,M
X2964F_II,99,99,99:  Other,40,N,M
X2965F_II,.,.Z,XSPECF_II40.,40,N,MF
X2965F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2965F_II,1,1,1:  No protection,40,N,M
X2965F_II,2,2,"2:  Tissue, toilet paper, or pap",40,N,M
X2965F_II,3,3,3:  Minipad or pantiliner,40,N,M
X2965F_II,4,4,4:  Menstrual pad,40,N,M
X2965F_II,5,5,"5:  Incontinence pad (Poise, Ser",40,N,M
X2965F_II,6,6,6:  Incontinence diaper (Attends,40,N,M
X2965F_II,7,7,7:  Something else,40,N,M
X2966F_II,.,.Z,XSPECF_II40.,40,N,MF
