FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
EVIDUK05_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVIDYN01_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN01_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN02_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN02_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN03_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN03_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN04_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN04_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN05_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVIDYN05_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTUK01_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK01_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK02_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK02_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK03_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK03_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK04_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK04_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK05_,1,1,Date,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTUK05_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
EVRTYN01_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN01_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN02_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN02_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN03_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN03_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN04_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN04_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN05_,1,1,Date of result,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EVRTYN05_,97,97,Not done,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
EXLSTVI,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
EXLSTVI,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FALF,1,1,Fulminant/acute liver failure (within 8 weeks of liver disease onset),1,69,69,69,1E-12,,0,,0,N,N,N,,,,,
FAM,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FAM,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FAM,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FAM,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FEELANS1_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS1_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS1_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS1_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS1_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS1_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS2_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS2_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS2_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS2_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS2_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS2_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS3_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS3_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS3_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS3_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS3_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS3_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS4_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS4_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS4_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS4_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS4_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS4_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS5_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS5_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS5_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS5_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS5_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS5_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS6_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS6_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS6_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS6_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS6_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS6_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS7_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS7_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS7_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS7_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS7_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS7_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS8_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS8_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS8_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS8_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS8_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS8_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS9_,1,1,All of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS9_,2,2,Most of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS9_,3,3,A Good Bit of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS9_,4,4,Some of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS9_,5,5,A Little of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FEELANS9_,6,6,None of the Time,1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
FIBPERF1_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FIBPERF1_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FIBROVIS,1,1,Initial Study Visit,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
FIBROVIS,2,2,MTH 6,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
FIBROVIS,3,3,MTH 12,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
FIBROVIS,4,4,MTH 24,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
FIBROVIS,5,5,MTH 36,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
FIBROVIS,6,6,MTH 48,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
FIBROVIS,7,7,Unscheduled Visit,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
FIBROYN,0,0,No,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
FIBROYN,1,1,Yes If yes:,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
FILLPAHR,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FILLPAHR,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FILLPHAR,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FILLPHAR,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FILLRX,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FILLRX,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
FINANCE,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FINANCE,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FINANCE,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FINANCE,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FOLLOW,0,0,Never,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FOLLOW,1,1,Some of the time,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FOLLOW,2,2,Most of the time,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FOLLOW,3,3,Always,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQ,1,1,QD,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,2,2,BID,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,3,3,TID,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,4,4,QID,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,5,5,PRN,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,6,6,Weekly,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,7,7,Monthly,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,8,8,Once,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,9,9,Every other day,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,10,10,3 x per Week,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,11,11,2 x per Week,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQ,98,98,Other,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
FREQLESS,0,0,Never,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQLESS,1,1,Some of the time,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQLESS,2,2,Most of the time,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQLESS,3,3,Always,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQMORE,0,0,Never,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQMORE,1,1,Some of the time,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQMORE,2,2,Most of the time,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
FREQMORE,3,3,Always,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GALLSTON,1,1,Gallstones,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
GIHEP,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
GIHEP,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
GLOBINCL,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
GLOBINCL,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
GLUCOSE,1,1,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSE,2,2,Trace,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSE,3,3,(+)1,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSE,4,4,(+)2,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSE,5,5,(+)3,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSE,6,6,(+)4,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSE,98,98,Other,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSYN,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLUCOSYN,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GLYCOGEN,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
GLYCOGEN,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
GRAVTYN,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GRAVTYN,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
GRNDCHGE,0,0,None,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
GRNDCHGE,1,1,Scattered cells,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
GRNDCHGE,2,2,Diffuse,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
HBAGCYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBAGCYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBDNACYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBDNACYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBEAGRS,0,0,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
HBEAGRS,1,1,Positive,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
HBEAGRS,99,99,Unknown,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
HBEAGYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBEAGYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBVALNA,1,1,HBV DNA Value,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HBVALNA,96,96,Not available,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HBVDNAYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBVDNAYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HBVRSLT,0,0,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HBVRSLT,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HBVRSLT,96,96,Not available,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HBVUNIT,1,1,copies/mL,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HBVUNIT,2,2,pg/mL,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HBVUNIT,3,3,IU/ML,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HCRNACYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HCRNACYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HCVALNA,1,1,HCV RNA Value,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HCVALNA,96,96,Not available,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HCVRNAYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HCVRNAYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HCVRSLT,0,0,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HCVRSLT,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HCVRSLT,96,96,Not available,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HCVUNIT,1,1,copies/mL,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HCVUNIT,2,2,IU/mL,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HEALTH,1,1,Excellent,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HEALTH,2,2,Very good,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HEALTH,3,3,Good,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HEALTH,4,4,Fair,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HEALTH,5,5,Poor,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
HEMORRHG,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HEMORRHG,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HEPAB,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPAB,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPAC,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPAC,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPACOPP,0,0,None,1,56,56,56,1E-12,,0,,0,N,N,N,,,,,
HEPACOPP,1,1,Periportal hepatocytes positive in < 50% of portal areas,1,56,56,56,1E-12,,0,,0,N,N,N,,,,,
HEPACOPP,2,2,Periportal hepatocytes positive in > 50% of portal areas,1,56,56,56,1E-12,,0,,0,N,N,N,,,,,
HEPAOTHR,1,1,Other,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
HEPAROS,0,0,None to rare,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
HEPAROS,1,1,More than rare,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
HEPATIC,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPATIC,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPATOCA,1,1,Hepatocellular carcinoma,1,40,24,24,1E-12,,0,,0,N,N,N,,,,,
HEPB,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPB,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPC,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPC,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPCONT,1,1,Continuing,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
HEPCONT,2,2,Stop Date:,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
HEPMEDYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPMEDYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HEPSTAIN,0,0,No hepatocytes positive,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
HEPSTAIN,1,1,Rare hepatocytes positive,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
HEPSTAIN,2,2,"More than rare, but < 5%",1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
HEPSTAIN,3,3,5-33% of hepatocytes positive,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
HEPSTAIN,4,4,>33% of hepatocytes positive,1,40,29,29,1E-12,,0,,0,N,N,N,,,,,
HGB,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
HGB,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
HGBVALU,1,1,g/dL,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
HGHT,1,1,Current Height,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
HGHT,99,99,Unknown,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
HGUNIT,1,1,cm,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HGUNIT,2,2,in,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HGUNIT1_,1,1,cm,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HGUNIT1_,2,2,in,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HIV,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIV,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVCONT,1,1,Continuing,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
HIVCONT,2,2,Stop Date:,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,1,1,QD,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,2,2,BID,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,3,3,TID,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,4,4,QID,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,5,5,PRN,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,6,6,Weekly,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,7,7,Monthly,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVFREQ,98,98,Other,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HIVINF,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVINF,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVLV,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVLV,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVMEDYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVMEDYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVRNAYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVRNAYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HIVROUTE,1,1,PO,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
HIVROUTE,2,2,IV,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
HIVROUTE,3,3,SC,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
HIVROUTE,4,4,IM,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
HIVROUTE,5,5,Topical/transdermal,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
HIVROUTE,98,98,Other,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
HLTHNOW,1,1,Much better,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
HLTHNOW,2,2,Somewhat better,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
HLTHNOW,3,3,About the same,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
HLTHNOW,4,4,Somewhat worse,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
HLTHNOW,5,5,Much worse,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
HLTHPROB,1,1,Not at all,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
HLTHPROB,2,2,Slightly,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
HLTHPROB,3,3,Moderately,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
HLTHPROB,4,4,Quite a bit,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
HLTHPROB,5,5,Extremely,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
HLTHSOCL,1,1,All of the Time,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
HLTHSOCL,2,2,Most of the Time,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
HLTHSOCL,4,4,Some of the Time,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
HLTHSOCL,5,5,A Little of the Time,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
HLTHSOCL,6,6,None of the Time,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
HMANEMIA,1,1,Hemolytic anemia,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
HOSABIMG,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HOSABIMG,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HOSABIMG,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HOSHX,0,0,No,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
HOSHX,1,1,Yes,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
HOSHX,3,3,Continuation,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
HOSHX,99,99,Unknown,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
HOSLIVTS,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HOSLIVTS,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HOSLIVTS,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HOSPITAL,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HOSPITAL,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HOSTYP,1,1,Total number of days hospitalized:,1,40,34,34,1E-12,,0,,0,N,N,N,,,,,
HOSTYP,2,2,Date discharged,1,40,34,34,1E-12,,0,,0,N,N,N,,,,,
HP,1,1,Current Hip Circumference,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
HP,99,99,Unknown,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
HPMED2YN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HPMED2YN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HPMEDCYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HPMEDCYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HPUNIT,1,1,cm,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HPUNIT,2,2,in,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HPUNIT1_,1,1,cm,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HPUNIT1_,2,2,in,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
